,Symbol,name_a,price,changesPercentage,change_a,yearHigh,yearLow,priceAvg50,priceAvg200,Name,Change,%_Change,50_Day_Avg,200_Day_Avg,fund_extended_name,fund_family,net_assets,ytd_return,fund_yield,morningstar_rating,inception_date,investment,f_size,net_annual_expense_ratio_fund,price_earnings,price_book,morningstar_return_rating,fund_return_1month,fund_return_3months,fund_return_1year,fund_return_3years,fund_return_5years,fund_return_10years,fund_return_2018,portfolio_cash,portfolio_stocks,portfolio_bonds,portfolio_others,portfolio_preferred,portfolio_convertable,basic_materials,consumer_cyclical,financial_services,real_estate,consumer_defensive,healthcare,utilities,communication_services,energy,industrials,technology,morningstar_risk_rating,fund_alpha_3years,fund_beta_3years,fund_r_squared_3years,fund_standard_deviation_3years,fund_sharpe_ratio_3years,fund_treynor_ratio_3years
1093,LVOLX,SGI U.S. Large Cap Equity Fund Class A,17.34,0.99,0.17,19.66,13.5,16.715588,17.717205,SGI U.S. Large Cap Equity Fund Class A,0.17,0.99,16.72,17.72,Summit Global Investments U.S. Low Volatility Equity Fund Class A,Summit Global Investments,461.1,13.4,0.31,2,2015-11-01,Blend,Large,1.23,15.67,3.33,2.0,1.48,13.4,12.5,10.7,10.69,0.0,-0.04,1.01,98.99,0.0,0.0,0.0,0.0,2.24,13.56,12.71,2.27,13.75,11.49,7.97,0.72,7.37,12.94,14.98,2.0,-1.4,0.9,87.08,10.42,0.91,10.42
1094,CIPMX,Champlain Mid Cap Fund Advisor Class,20.25,0.25,0.05,21.13,13.98,18.378823999999998,19.12625,Champlain Mid Cap Fund Advisor Class,0.05,0.25,18.38,19.13,Champlain Mid Cap Fund Advisor Class,Champlain Funds,3240.0,16.17,0.0,5,2008-06-29,Growth,Medium,1.15,21.41,3.27,4.0,0.84,16.17,15.03,18.35,12.84,17.1,3.53,2.48,97.52,0.0,0.0,0.0,0.0,1.76,10.23,11.86,0.0,12.15,18.61,0.0,0.0,1.26,14.0,30.14,1.0,5.18,0.92,81.49,10.97,1.48,18.49
1095,NELAX,Nuveen Equity Long/Short Fund Class A,38.01,-0.6,-0.229998,42.17,31.38,36.658234,38.81831,Nuveen Equity Long/Short Fund Class A,-0.23,-0.6,36.66,38.82,Nuveen Equity Long/Short Fund Class A,Nuveen,383.4,0.08,0.0,4,2008-12-29,Blend,Large,2.63,13.08,2.11,4.0,-1.1,0.08,-4.29,7.97,5.97,10.67,-2.57,0.0,80.17,0.0,19.83,0.0,0.0,5.96,18.61,8.38,2.59,5.7,12.86,0.86,2.97,4.64,16.01,21.41,4.0,-1.02,0.66,50.09,9.94,0.69,10.16
1096,TESIX,Franklin Mutual Shares Fund Class A,21.62,-0.92,-0.20000199999999999,28.45,16.82,20.591764,24.208382,Franklin Mutual Shares Fund Class A,-0.2,-0.92,20.59,24.21,Franklin Mutual Shares Fund Class A,Franklin Templeton Investments,13230.0,10.08,1.67,2,1949-06-30,Value,Large,1.03,11.69,1.36,2.0,-0.08,10.08,3.0,7.58,4.7,11.36,-9.18,5.24,87.6,7.16,0.0,0.0,0.0,0.1,9.79,25.57,2.23,7.99,14.31,0.7,8.59,11.79,5.56,13.37,2.0,-2.94,1.42,77.89,9.84,0.66,4.43
1097,DDDCX,13D Activist Fund Class C,18.34,-1.93,-0.36,22.09,12.28,16.67853,19.004265,13D Activist Fund Class C,-0.36,-1.93,16.68,19.0,13D Activist Fund Class C,13D Activist Fund,352.14,14.71,0.0,2,2012-12-10,Blend,Medium,2.51,12.53,2.28,2.0,0.4,14.71,-0.73,12.09,6.55,0.0,-14.37,0.48,99.52,0.0,0.0,0.0,0.0,0.0,20.08,5.84,3.31,2.41,7.01,0.0,0.0,6.56,25.51,29.28,3.0,-2.38,1.12,73.59,14.06,0.79,9.59
1098,FFFDX,Fidelity Freedom 2020 Fund,15.06,0.0,0.0,16.89,13.26,14.805588,15.605073999999998,Fidelity Freedom 2020 Fund,0.0,0.0,14.81,15.61,Fidelity Freedom 2020 Fund,Fidelity Investments,27760.0,7.91,1.71,5,1996-10-16,Blend,Large,0.61,14.37,1.83,5.0,1.34,7.91,2.66,8.01,5.65,9.96,-5.2,12.65,49.79,36.95,0.03,0.47,0.09,4.14,12.46,21.26,2.41,6.51,12.56,2.1,2.44,6.83,10.16,19.13,4.0,0.14,0.97,97.49,6.01,1.09,6.9
1099,FSMDX,Fidelity Mid Cap Index Fund,21.01,-0.47,-0.1,24.56,14.65,19.358824,21.48375,Fidelity Mid Cap Index Fund,-0.1,-0.47,19.36,21.48,Fidelity Mid Cap Index Fund,Fidelity Investments,8960.0,16.53,1.58,4,2011-09-07,Blend,Medium,0.03,17.39,2.34,4.0,0.84,16.53,6.49,11.82,8.8,0.0,-9.05,0.7,99.3,0.0,0.0,0.0,0.0,4.16,14.22,12.42,9.49,5.18,9.7,6.42,0.95,4.23,15.33,17.89,2.0,-2.39,1.09,91.61,12.18,0.87,9.7
1100,SGIDX,Crossmark Steward Global Equity Income Fund Class A,27.26,-0.58,-0.16,33.79,20.8,25.81206,29.153088,Crossmark Steward Global Equity Income Fund Class A,-0.16,-0.58,25.81,29.15,Crossmark Steward Global Equity Income Fund Class A,Crossmark Steward Funds,310.75,10.67,2.06,4,2008-04-02,Blend,Large,0.99,13.58,1.9,4.0,-0.18,10.67,2.51,10.37,8.19,13.05,-7.92,0.27,99.73,0.0,0.0,0.0,0.0,3.08,15.8,13.01,3.44,7.98,13.92,3.36,4.54,6.77,7.69,20.42,2.0,3.62,0.78,68.54,9.94,0.91,11.66
1101,MGGIX,"Morgan Stanley Institutional Fund, Inc. Global Opportunity Portfolio Class I",31.06,0.65,0.200001,31.46,22.91,28.661177000000002,28.45934,"Morgan Stanley Institutional Fund, Inc. Global Opportunity Portfolio Class I",0.2,0.65,28.66,28.46,"Morgan Stanley Institutional Fund, Inc. Global Opportunity Portfolio Class I",Morgan Stanley,2990.0,18.47,0.0,5,2008-05-29,Growth,Large,0.99,25.64,5.84,5.0,4.04,18.47,5.85,20.55,16.62,22.02,-5.66,5.07,93.39,0.0,0.88,0.67,0.0,4.68,23.54,18.77,1.07,18.07,0.0,0.0,0.0,0.0,4.7,29.17,5.0,10.75,1.1,67.79,14.17,1.3,17.48
1102,SFDYX,SEI Institutional Managed Trust Mid-Cap Fund Class Y,21.95,-0.99,-0.22,26.66,15.41,20.132353,23.149853,SEI Institutional Managed Trust Mid-Cap Fund Class Y,-0.22,-0.99,20.13,23.15,SEI Institutional Managed Trust Mid-Cap Fund Class Y,SEI,109.41,15.0,1.07,4,2015-10-29,Blend,Medium,0.73,13.81,2.08,4.0,-0.04,15.0,2.5,11.14,8.57,15.93,-11.65,5.86,94.14,0.0,0.0,0.0,0.0,5.51,14.59,11.26,8.02,6.22,11.47,5.81,1.53,3.35,15.08,17.15,3.0,-3.36,1.12,89.68,12.7,0.79,8.78
1103,ATERX,AB Sustainable Global Thematic Fund Class R,122.67,0.54,0.6600050000000001,129.34,88.8,114.37265,116.55028999999999,AB Sustainable Global Thematic Fund Class R,0.66,0.54,114.37,116.55,AB Sustainable Global Thematic Fund Class R,AllianceBernstein,981.04,13.97,0.36,3,2003-11-02,Growth,Large,1.58,21.37,3.46,4.0,2.45,13.97,2.82,13.78,8.55,11.6,-10.17,4.73,95.25,0.0,0.03,0.0,0.0,6.93,9.22,21.27,0.0,7.32,19.82,3.57,1.65,0.0,13.66,16.56,5.0,6.12,0.88,66.08,11.47,1.07,14.16
1104,SGAPX,Virtus SGA Global Growth I Class,22.97,0.61,0.14,24.02,16.96,21.561764,21.788603,Virtus SGA Global Growth I Class,0.14,0.61,21.56,21.79,American Beacon SGA Global Growth Fund Investor Class,American Beacon,53.72,17.32,0.0,5,2013-10-03,Growth,Large,1.37,25.05,4.98,5.0,3.51,17.32,10.71,16.31,11.73,0.0,-3.13,4.82,95.18,0.0,0.0,0.0,0.0,3.18,26.98,13.75,3.92,15.31,10.44,0.0,0.0,0.0,6.22,20.19,4.0,7.61,0.99,76.62,12.02,1.22,15.12
1105,CSSZX,Columbia Select Small Cap Value Fund Institutional Class,16.09,-2.48,-0.41,20.59,10.8,14.267057999999999,17.144264,Columbia Select Small Cap Value Fund Institutional Class,-0.41,-2.48,14.27,17.14,Columbia Select Small Cap Value Fund Institutional Class,Columbia,530.24,13.38,0.17,2,2010-09-26,Blend,Small,1.03,13.12,1.45,2.0,-2.1,13.38,-2.58,7.66,4.8,15.25,-13.32,0.71,99.29,0.0,0.0,0.0,0.0,7.05,12.31,19.05,6.49,2.26,9.57,1.91,2.79,4.69,13.18,20.7,3.0,-7.36,1.21,78.08,14.69,0.49,5.27
1106,TFSCX,Templeton Institutional Foreign Smaller Companies Series Advisor,17.53,0.81,0.139999,21.81,12.96,15.965,18.508236,Templeton Institutional Foreign Smaller Companies Series Advisor,0.14,0.81,15.97,18.51,Templeton Institutional Foreign Smaller Companies Series Advisor,Franklin Templeton Investments,829.32,12.69,0.92,4,2002-10-20,Blend,Medium,0.99,13.54,1.6,4.0,0.0,12.69,-9.47,7.33,3.44,13.23,-18.48,4.32,95.68,0.0,0.0,0.0,0.0,3.89,27.28,10.56,2.13,10.72,4.98,0.0,0.58,2.41,23.45,13.99,3.0,-0.96,1.06,84.1,12.24,0.53,5.68
1107,FNCMX,Fidelity NASDAQ Composite Index Fund,117.95,-0.46,-0.54,123.3,86.19,110.75412,110.61625,Fidelity NASDAQ Composite Index Fund,-0.54,-0.46,110.75,110.62,Fidelity NASDAQ Composite Index Fund,Fidelity Investments,6380.0,16.67,0.8,5,2003-09-24,Growth,Large,0.3,19.33,3.85,5.0,2.56,16.67,10.31,17.64,14.06,18.69,-3.18,12.48,86.98,0.54,0.0,0.0,0.0,0.46,16.67,6.77,1.28,5.16,10.91,0.48,3.75,0.37,5.44,48.72,4.0,2.19,1.14,85.07,13.31,1.2,14.3
1108,FANIX,Fidelity Advisor Energy Fund I Class,18.35,-2.5,-0.47,30.39,11.04,16.902060000000002,22.327574,Fidelity Advisor Energy Fund I Class,-0.47,-2.5,16.9,22.33,Fidelity Advisor Energy Fund I Class,Fidelity Investments,672.47,15.57,1.02,4,1995-07-02,Blend,Large,0.83,16.56,1.68,4.0,2.0,15.57,-9.02,3.01,-5.22,6.07,-24.88,0.63,99.37,0.0,0.0,0.0,0.0,0.61,0.0,0.0,0.07,0.0,0.0,0.0,0.0,97.64,1.11,0.57,3.0,-8.2,1.32,34.01,22.71,0.18,1.3
1109,VGELX,Vanguard Energy Fund Admiral Shares,60.62,-1.01,-0.6199979999999999,92.55,41.11,56.988234999999996,72.38897,Vanguard Energy Fund Admiral Shares,-0.62,-1.01,56.99,72.39,Vanguard Energy Fund Admiral Shares,Vanguard,8030.0,15.17,2.49,5,2001-11-11,Value,Large,0.3,10.9,1.38,5.0,2.22,15.17,-2.15,6.79,-2.89,5.76,-17.08,5.91,94.02,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.78,0.0,94.63,0.03,0.55,2.0,-3.55,1.09,41.32,17.06,0.39,5.03
1110,FLCSX,Fidelity Large Cap Stock Fund,28.87,-1.13,-0.33,34.42,21.57,27.156765000000004,30.36625,Fidelity Large Cap Stock Fund,-0.33,-1.13,27.16,30.37,Fidelity Large Cap Stock Fund,Fidelity Investments,2720.0,14.01,1.65,4,1995-06-21,Value,Large,0.67,14.04,2.11,4.0,0.59,14.01,6.45,13.05,8.21,16.9,-9.15,2.57,96.86,0.12,0.45,0.0,0.0,1.14,3.71,21.72,0.5,9.4,16.3,0.84,5.21,12.5,13.21,15.48,5.0,-1.29,1.09,88.05,12.45,0.94,10.79
1111,MCSVX,MainStay MacKay Convertible Fund Class B,18.35,0.0,0.0,19.21,14.26,17.205883,17.55772,MainStay MacKay Convertible Fund Class B,0.0,0.0,17.21,17.56,MainStay MacKay Convertible Fund Class B,MainStay,1340.0,11.98,0.15,3,1986-04-30,Value,Large,1.89,13.94,2.02,3.0,0.32,11.98,5.65,9.82,5.96,10.71,-3.49,0.0,6.75,0.0,4.69,5.33,83.23,0.0,0.0,12.72,3.45,15.83,10.57,0.0,0.0,17.07,40.35,0.0,4.0,-0.16,1.3,78.52,9.01,0.94,6.55
1112,VGISX,Virtus Duff & Phelps Global Real Estate Securities Fund Class I,27.19,0.85,0.22999899999999998,35.36,20.39,25.790295,30.282133,Virtus Duff & Phelps Global Real Estate Securities Fund Class I,0.23,0.85,25.79,30.28,Virtus Duff & Phelps Global Real Estate Securities Fund Class I,Virtus,203.39,15.33,2.96,5,2009-03-01,Blend,Medium,1.15,25.33,1.45,5.0,3.51,15.33,13.85,7.06,8.36,16.1,-4.65,2.68,95.51,0.0,1.81,0.0,0.0,0.0,0.0,0.0,98.35,0.0,0.0,0.0,0.0,0.0,0.63,1.02,3.0,-0.81,0.74,43.67,11.33,0.55,7.76
1113,HRCUX,Carillon ClariVest Capital Appreciation Fund Class R6,48.38,-0.04,-0.02,51.67,35.23,45.561176,46.090073,Carillon ClariVest Capital Appreciation Fund Class R6,-0.02,-0.04,45.56,46.09,Carillon ClariVest Capital Appreciation Fund Class R6,Carillon Family of Funds,531.42,14.45,0.54,3,2015-07-30,Growth,Large,0.6,19.03,4.39,3.0,2.79,14.45,5.71,14.04,12.47,16.19,-6.83,1.2,98.8,0.0,0.0,0.0,0.0,0.39,14.73,9.62,4.26,5.75,13.17,0.0,1.1,0.29,13.23,37.45,3.0,-0.27,1.08,89.6,12.19,1.04,11.86
1114,POGSX,Pin Oak Equity Fund,68.12,-0.19,-0.13,77.0,51.06,64.20853000000001,68.860886,Pin Oak Equity Fund,-0.13,-0.19,64.21,68.86,Pin Oak Equity Fund,Oak Associates,252.7,13.08,0.9,4,1992-08-02,Blend,Large,0.95,13.86,2.25,4.0,-0.23,13.08,5.22,14.1,10.07,18.55,-6.17,2.34,97.66,0.0,0.0,0.0,0.0,1.16,11.47,32.78,0.0,5.0,15.49,0.0,0.0,5.72,5.77,22.6,5.0,0.47,1.02,79.2,12.26,1.03,12.58
1115,MXXVX,Matthew 25 Fund,27.08,-1.88,-0.52,33.09,18.59,24.248236,28.303677,Matthew 25 Fund,-0.52,-1.88,24.25,28.3,Matthew 25 Fund,Matthew 25,331.78,21.07,0.39,4,1995-10-15,Value,Large,1.08,9.64,1.43,4.0,1.5,21.07,5.26,14.72,7.74,20.38,-19.47,0.44,85.55,0.0,0.0,14.01,0.0,0.0,12.8,46.4,7.53,0.0,0.0,0.0,0.0,3.31,16.6,13.35,5.0,-0.99,1.24,60.57,17.07,0.81,10.85
1116,FCAGX,Fidelity Advisor Small Cap Growth Fund Class A,24.68,-1.0,-0.25,27.81,17.37,22.735882,24.202574,Fidelity Advisor Small Cap Growth Fund Class A,-0.25,-1.0,22.74,24.2,Fidelity Advisor Small Cap Growth Fund Class A,Fidelity Investments,4010.0,19.74,0.0,4,2004-11-02,Growth,Medium,1.31,19.16,3.14,4.0,0.37,19.74,6.73,19.75,11.98,18.33,-4.87,0.7,98.2,0.0,0.0,1.1,0.0,2.26,14.37,7.71,1.0,5.72,25.57,0.0,1.74,0.85,18.54,22.25,3.0,2.86,1.27,76.07,15.59,1.16,14.58
1117,PARNX,Parnassus Fund,48.43,0.98,0.47,53.59,35.1,44.907352,47.569412,Parnassus Mid Cap Growth Fund - Investor,0.47,0.98,44.91,47.57,Parnassus Fund,Parnassus,944.95,15.17,1.09,3,1984-12-26,Growth,Large,0.84,16.65,3.02,4.0,1.37,15.17,7.65,11.46,8.82,16.03,-9.73,1.82,98.18,0.0,0.0,0.0,0.0,7.8,7.33,19.43,2.0,6.56,15.26,0.0,2.78,0.0,11.88,26.96,5.0,-2.4,1.06,82.26,12.6,0.82,9.56
1118,TGVIX,Thornburg International Value Fund Class I,21.93,0.46,0.1,24.96,17.16,20.52,22.284632000000002,Thornburg International Value Fund Class I,0.1,0.46,20.52,22.28,Thornburg International Value Fund Class I,Thornburg,3590.0,15.67,1.52,3,2001-03-29,Growth,Large,0.91,15.25,2.07,3.0,2.26,15.67,-5.08,5.86,3.71,8.45,-19.82,5.91,94.09,0.0,0.0,0.0,0.0,4.57,8.85,18.46,0.0,15.93,6.16,2.13,2.98,8.44,15.73,16.76,4.0,-2.78,1.13,89.41,12.66,0.41,4.04
1119,FPBFX,Fidelity Pacific Basin Fund,32.33,0.53,0.169996,35.49,25.69,31.100882000000002,32.296177,Fidelity Pacific Basin Fund,0.17,0.53,31.1,32.3,Fidelity Pacific Basin Fund,Fidelity Investments,850.11,14.02,0.6,5,1986-09-30,Growth,Large,1.07,17.78,2.4,5.0,3.13,14.02,-6.24,10.47,7.72,15.49,-17.95,1.57,98.43,0.0,0.0,0.0,0.0,1.32,11.61,19.07,2.64,9.96,10.24,1.32,4.28,2.19,11.04,26.34,4.0,2.78,0.95,63.68,12.62,0.75,9.64
1120,VSCGX,Vanguard LifeStrategy Conservative Growth Fund Investor Shares,20.71,0.0,0.0,21.54,18.12,20.14206,20.560736,Vanguard LifeStrategy Conservative Growth Fund Investor Shares,0.0,0.0,20.14,20.56,Vanguard LifeStrategy Conservative Growth Fund Investor Shares,Vanguard,9700.0,6.75,2.62,4,1994-09-29,Blend,Large,0.12,14.99,1.96,4.0,1.69,6.75,4.28,5.99,4.99,7.96,-2.95,1.51,39.36,58.95,0.04,0.01,0.11,5.08,11.73,17.88,3.91,7.84,11.87,3.19,3.41,5.83,11.49,17.77,2.0,-0.02,0.7,95.15,4.38,1.05,6.72
1121,JNGLX,Janus Henderson Global Life Sciences Fund Class D,62.14,0.86,0.53,63.96,45.67,59.491177,59.173016000000004,Janus Henderson Global Life Sciences Fund Class D,0.53,0.86,59.49,59.17,Janus Henderson Global Life Sciences Fund Class D,Janus Henderson,3980.0,13.85,0.0,4,1998-12-30,Growth,Large,0.82,15.23,3.22,4.0,1.43,13.85,14.49,13.86,11.73,18.73,4.34,0.47,97.42,0.0,1.83,0.0,0.28,0.0,0.0,2.64,0.0,0.0,95.8,0.0,0.0,0.0,0.0,1.55,3.0,1.95,1.16,62.78,14.68,0.87,10.85
1122,MAPOX,Mairs & Power Balanced Fund Investor Class,93.27,0.02,0.02,102.82,76.4,89.507355,94.838234,Mairs & Power Balanced Fund Investor Class,0.02,0.02,89.51,94.84,Mairs & Power Balanced Fund Investor Class,Mairs & Power,880.17,8.84,2.19,5,1961-11-09,Blend,Large,0.71,17.26,3.53,5.0,1.36,8.84,9.74,8.18,6.36,11.86,-2.79,2.05,63.61,34.34,0.0,0.0,0.0,6.36,6.15,16.08,0.0,7.77,23.94,0.65,0.0,4.27,23.09,11.67,3.0,-0.16,1.06,78.37,7.31,0.94,6.53
1123,BFOCX,Berkshire Focus Fund,31.4,-0.19,-0.06,33.67,22.13,29.442942,29.059706,Berkshire Focus Fund,-0.06,-0.19,29.44,29.06,Berkshire Focus Fund,Berkshire,232.96,29.56,0.0,4,1997-06-30,Growth,Large,2.02,44.63,10.77,5.0,2.73,29.56,26.98,30.47,18.09,24.08,10.02,0.0,98.68,0.0,1.32,0.0,0.0,0.0,18.7,4.89,0.0,0.0,6.01,0.0,0.0,0.0,0.0,70.4,5.0,13.23,1.54,55.36,20.77,1.33,18.97
1124,SEBLX,Touchstone Balanced Fund Class A,21.2,-0.19,-0.040001999999999996,23.46,17.28,20.354118,21.037132,Touchstone Balanced Fund Class A,-0.04,-0.19,20.35,21.04,Touchstone Balanced Fund Class A,Touchstone,321.24,9.36,1.46,4,1938-11-14,Growth,Large,1.02,17.4,3.58,4.0,1.72,9.36,7.25,9.29,6.92,10.9,-2.76,1.57,67.02,31.15,0.0,0.0,0.26,1.94,10.8,17.43,1.1,8.7,16.57,0.0,4.72,5.56,11.19,21.99,3.0,0.97,1.03,88.3,6.74,1.16,7.74
1125,AVEGX,Ave Maria Growth Fund,37.23,0.24,0.09,40.7,25.66,34.080296000000004,35.905440000000006,Ave Maria Growth Fund,0.09,0.24,34.08,35.91,Ave Maria Growth Fund,Ave Maria Mutual Funds,695.17,17.42,0.16,4,2003-04-30,Growth,Large,0.97,22.77,4.5,4.0,2.83,17.42,13.68,15.97,11.5,16.58,-1.8,4.98,95.02,0.0,0.0,0.0,0.0,3.17,21.57,24.57,0.58,0.0,6.12,0.0,4.75,0.0,24.83,14.41,1.0,2.02,1.02,91.72,11.44,1.25,14.41
1126,DPSCX,BNY Mellon Structured Midcap Fund Class C,18.72,-1.47,-0.28,23.39,12.99,17.079705999999998,19.908014,BNY Mellon Structured Midcap Fund Class C,-0.28,-1.47,17.08,19.91,Dreyfus Structured Midcap Fund Class C,Dreyfus,156.52,12.9,0.0,3,2001-06-28,Blend,Medium,1.99,14.02,2.21,3.0,-1.22,12.9,-2.52,7.16,5.39,14.32,-16.45,0.51,99.49,0.0,0.0,0.0,0.0,3.31,19.88,15.63,7.68,2.33,12.52,4.36,0.0,2.95,18.75,12.61,3.0,-6.82,1.11,81.7,13.14,0.49,5.3
1127,GIBCX,Guggenheim Total Return Bond Fund Class C,28.58,0.11,0.03,28.81,27.02,28.2,27.65206,Guggenheim Total Return Bond Fund Class C,0.03,0.11,28.2,27.65,Guggenheim Total Return Bond Fund Class C,Guggenheim Investments,12250.0,1.12,1.79,4,2011-11-29,Value,Medium,1.55,9.62,1.62,4.0,1.07,1.12,1.54,3.34,3.06,0.0,-0.11,28.24,0.01,69.89,1.71,0.01,0.06,0.0,6.45,1.38,6.45,0.0,0.0,0.0,32.03,0.23,53.46,0.0,2.0,1.53,0.66,73.1,2.21,0.89,3.11
1128,GEDTX,GMO Emerging Domestic Opportunities Fund Class II,19.58,-0.71,-0.14,23.68,16.73,19.332058,21.064192000000002,GMO Emerging Domestic Opportunities Fund Class II,-0.14,-0.71,19.33,21.06,GMO Emerging Domestic Opportunities Fund Class II,GMO,1520.0,9.47,0.67,3,2011-03-23,Blend,Large,1.17,13.14,1.84,3.0,1.62,9.47,-12.38,7.08,3.08,0.0,-20.41,2.97,72.75,3.4,20.74,0.0,0.14,2.32,12.2,46.89,3.73,12.94,0.0,1.59,6.49,0.5,4.85,8.5,2.0,-0.36,0.94,65.44,12.34,0.51,6.12
1129,PABCX,PGIM Balanced Fund- Class C,15.13,-0.26,-0.04,16.62,12.19,14.484410999999998,15.342353,PGIM Balanced Fund- Class C,-0.04,-0.26,14.48,15.34,PGIM Balanced Fund- Class C,PGIM Funds (Prudential),638.33,8.48,0.75,3,1996-11-06,Blend,Large,1.77,13.98,2.24,3.0,1.08,8.48,3.41,6.74,5.65,9.91,-6.13,1.52,46.12,51.71,0.04,0.02,0.11,3.33,11.37,12.8,2.87,8.09,14.98,3.31,4.25,5.5,10.53,22.97,3.0,-1.88,1.11,93.4,7.01,0.78,4.92
1130,HAMVX,Harbor Mid Cap Value Fund Institutional Class,15.58,-2.32,-0.37,21.84,10.88,14.098529999999998,17.891766,Harbor Mid Cap Value Fund Institutional Class,-0.37,-2.32,14.1,17.89,Harbor Mid Cap Value Fund Institutional Class,Harbor,909.27,12.47,1.65,3,2002-02-28,Value,Medium,0.84,10.4,1.45,3.0,-2.14,12.47,-5.12,6.3,4.9,15.74,-17.68,2.33,97.67,0.0,0.0,0.0,0.0,5.71,17.09,20.87,13.57,5.62,3.07,5.98,0.0,4.67,12.31,11.11,4.0,-8.41,1.18,80.29,14.16,0.41,4.23
1131,CIPNX,Champlain Small Company Fund Institutional Class,18.34,-1.56,-0.290001,21.38,12.97,16.544706,18.29066,Champlain Small Company Fund Institutional Class,-0.29,-1.56,16.54,18.29,Champlain Small Company Fund Institutional Class,Champlain Funds,1770.0,15.11,0.0,4,2016-08-30,Growth,Small,1.05,19.59,2.37,3.0,-1.4,15.11,9.55,17.59,10.68,15.99,-2.97,4.7,95.3,0.0,0.0,0.0,0.0,7.02,6.72,15.49,0.0,12.12,19.58,0.0,0.0,0.0,15.68,23.39,2.0,3.3,1.06,64.81,14.07,1.13,15.42
1132,RYHOX,Rydex NASDAQ-100 Fund Class H,43.7,-0.27,-0.12,45.22,32.48,41.44,40.358234,Rydex NASDAQ-100 Fund Class H,-0.12,-0.27,41.44,40.36,Rydex NASDAQ-100 Fund Class H,Rydex Funds,1180.0,16.45,0.0,4,2014-09-17,Growth,Large,1.53,19.08,5.0,4.0,3.89,16.45,11.51,17.56,15.02,19.07,-1.61,7.42,88.55,3.1,0.9,0.0,0.03,0.0,19.36,1.78,0.0,6.38,8.47,0.36,4.33,0.0,4.23,55.09,4.0,2.52,1.12,74.35,13.9,1.14,14.57
1133,FTIRX,Fidelity Advisor Simplicity RMD 2010 Fund Class M,53.7,0.13,0.07,53.82,52.35,53.7,53.7,Fidelity Advisor Simplicity RMD 2010 Fund Class M,0.07,0.13,53.7,53.7,Fidelity Advisor Simplicity RMD 2010 Fund Class M,Fidelity Investments,8.48,5.33,1.38,4,2007-08-29,Blend,Large,1.03,14.19,1.79,4.0,1.38,5.33,2.38,6.01,4.28,8.93,-3.38,19.84,26.89,52.84,0.03,0.29,0.08,4.49,12.36,21.83,2.52,6.49,11.86,2.06,2.3,6.84,10.19,19.07,4.0,0.47,0.63,89.7,4.02,1.14,7.53
1134,SEVIX,SEI Institutional Managed Trust U.S. Managed Volatility Fund Class I,15.55,0.0,0.0,18.39,12.11,14.901176000000001,16.548603,SEI Institutional Managed Trust U.S. Managed Volatility Fund Class I,0.0,0.0,14.9,16.55,SEI Institutional Managed Trust U.S. Managed Volatility Fund Class I,SEI,1790.0,10.97,1.27,4,2007-06-28,Value,Large,1.15,15.25,2.38,3.0,1.38,10.97,9.72,9.28,9.0,14.25,-3.03,2.59,97.41,0.0,0.0,0.0,0.0,1.15,9.46,11.72,7.37,16.35,10.53,10.3,5.43,2.86,12.45,12.36,1.0,-0.92,0.74,82.35,8.78,0.91,10.77
1135,SGIIX,First Eagle Global Fund Class I,53.07,-0.02,-0.009998,61.23,42.39,50.783825,54.42228000000001,First Eagle Global Fund Class I,-0.01,-0.02,50.78,54.42,First Eagle Global Fund Class I,First Eagle,49610.0,9.94,1.02,5,1998-07-30,Blend,Large,0.84,15.63,1.48,5.0,0.45,9.94,1.96,7.13,4.87,10.43,-8.26,13.63,76.37,1.07,8.93,0.0,0.0,12.91,7.1,17.77,2.79,10.78,5.08,0.32,5.88,8.25,15.61,13.51,3.0,-1.98,1.18,89.11,7.67,0.77,4.93
1136,FTISX,Fidelity Advisor International Small Cap Fund Class M,22.51,0.81,0.18,27.56,17.45,21.10853,24.110294,Fidelity Advisor International Small Cap Fund Class M,0.18,0.81,21.11,24.11,Fidelity Advisor International Small Cap Fund Class M,Fidelity Investments,2140.0,8.49,1.05,5,2003-05-26,Blend,Small,1.77,11.58,1.22,5.0,-0.32,8.49,-9.56,8.07,5.1,13.17,-16.53,5.51,93.68,0.0,0.81,0.0,0.0,9.35,14.62,13.49,6.5,11.31,6.66,0.74,0.73,3.13,21.98,11.49,2.0,0.58,0.91,86.9,10.3,0.68,7.43
1137,SIBAX,Sit Balanced Fund,25.7,-0.04,-0.010001000000000001,26.73,20.72,24.577942,24.99669,Sit Balanced Fund,-0.01,-0.04,24.58,25.0,Sit Balanced Fund,Sit,33.85,8.92,0.91,4,1993-12-30,Growth,Large,1.03,18.55,3.87,4.0,1.8,8.92,5.68,8.96,7.64,10.58,-2.73,3.01,61.45,35.32,0.04,0.01,0.15,4.28,13.36,16.81,0.0,4.34,13.11,1.06,1.61,4.29,11.16,29.98,3.0,0.48,1.06,86.52,7.0,1.08,7.21
