,Symbol,Name,Change,%_Change,50_Day_Avg,200_Day_Avg
912,THORX,Thornburg Global Opportunities Fund Class R3,-0.19,-0.69,25.47,27.91
913,NLACX,Nuveen Large Cap Core Fund Class A,-0.21,-0.7,27.88,30.02
914,HNLVX,Harbor Large Cap Value Fund Retirement Class,-0.11,-0.7,14.56,15.86
915,NLCIX,Nuveen Large Cap Core Fund Class I,-0.21,-0.7,27.81,29.94
916,VSNGX,JPMorgan Mid Cap Equity Fund Class I,-0.33,-0.7,43.33,46.64
917,HFMVX,The Hartford MidCap Fund Class R6,-0.25,-0.71,32.52,35.07
918,GEDTX,GMO Emerging Domestic Opportunities Fund Class II,-0.14,-0.71,19.33,21.06
919,JGMRX,Janus Henderson Triton Fund Class R,-0.19,-0.71,24.1,26.53
920,HFMSX,The Hartford MidCap Fund Class R4,-0.24,-0.71,30.95,33.42
921,JMCEX,JPMorgan Mid Cap Equity Fund Class R2,-0.33,-0.72,42.07,45.29
922,JSMGX,Janus Henderson Triton Fund Class I,-0.21,-0.73,26.02,28.58
923,JGMIX,Janus Henderson Triton Fund Class S,-0.2,-0.73,24.76,27.23
924,JCMAX,JPMorgan Mid Cap Equity Fund Class A,-0.34,-0.73,42.56,45.82
925,JANIX,Janus Henderson Triton Fund Class D,-0.21,-0.73,25.82,28.36
926,HFMIX,The Hartford MidCap Fund Class I,-0.22,-0.74,27.22,29.4
927,NLCDX,Nuveen Large Cap Core Fund Class C,-0.22,-0.75,27.33,29.42
928,POSKX,PRIMECAP Odyssey Stock Fund,-0.22,-0.75,27.52,31.2
929,NOLCX,Northern Large Cap Core Fund,-0.15,-0.77,18.29,19.56
930,HFCSX,Hennessy Focus Fund Investor Class,-0.54,-0.77,62.67,73.28
931,POPFX,Prospector Opportunity Fund,-0.15,-0.77,18.17,20.29
932,HFCIX,Hennessy Focus Fund Institutional Class,-0.56,-0.77,64.78,75.69
933,USSCX,USAA Science & Technology Fund,-0.2,-0.78,23.32,23.98
934,BPAVX,Boston Partners All Cap Value Fund Investor Class,-0.19,-0.83,21.18,24.11
935,TRLCX,TIAA-CREF Large-Cap Value Fund Retirement Class,-0.13,-0.83,14.61,16.42
936,FPACX,FPA Crescent Fund,-0.26,-0.86,28.36,31.39
937,MGPIX,ProFunds Mid Cap Growth Fund Investor Class,-0.79,-0.87,82.12,88.89
938,BPAIX,Boston Partners All Cap Value Fund Institutional Class,-0.2,-0.87,21.29,24.23
939,DROYX,Diamond Hill Research Opportunities Fund Class Y,-0.18,-0.87,19.05,21.54
940,JVTIX,Janus Henderson Venture Fund Class I,-0.69,-0.89,69.94,76.07
941,TRLIX,TIAA-CREF Large-Cap Value Fund Institutional Class,-0.14,-0.89,14.67,16.48
942,JAVTX,Janus Henderson Venture Fund Class T,-0.68,-0.89,68.46,74.49
943,TRLHX,TIAA-CREF Large Cap Value Fund Advisor Class,-0.14,-0.89,14.66,16.47
944,JVTSX,Janus Henderson Venture Fund Class S,-0.66,-0.89,66.38,72.29
945,DHROX,Diamond Hill Research Opportunities Fund Class A,-0.18,-0.89,18.65,21.1
946,VHCAX,Vanguard Capital Opportunity Fund Admiral Shares,-1.3,-0.89,136.2,147.58
947,JVTCX,Janus Henderson Venture Fund Class C,-0.61,-0.89,61.3,66.88
948,FHKIX,Fidelity Advisor China Region Fund I Class,-0.35,-0.9,38.18,37.94
949,FHKAX,Fidelity Advisor China Region Fund Class A,-0.35,-0.9,38.04,37.8
950,JANVX,Janus Henderson Venture Fund Class D,-0.7,-0.9,69.57,75.67
951,FCHKX,Fidelity Advisor China Region Fund Class C,-0.34,-0.9,36.83,36.64
952,VHCOX,Vanguard Capital Opportunity Fund Investor Shares,-0.57,-0.9,58.97,63.91
953,DROCX,Diamond Hill Research Opportunities Fund Class C,-0.17,-0.91,17.38,19.69
954,NIMEX,Nuveen Equity Market Neutral Fund Class I,-0.2,-0.91,22.06,22.53
955,JVTNX,Janus Henderson Venture Fund Class N,-0.7,-0.89,70.51,76.67
956,DHLYX,Diamond Hill Large Cap Fund Class Y,-0.23,-0.91,23.47,26.35
957,DHLRX,Diamond Hill Large Cap Fund Class I,-0.23,-0.91,23.45,26.33
958,CSRYX,Columbia Select Large Cap Value Fund Institutional 3 Class,-0.21,-0.91,21.62,24.45
959,FETKX,Fidelity Equity Dividend Income Fund Class K,-0.2,-0.91,20.41,23.27
960,CSERX,Columbia Select Large Cap Value Fund Advisor Class,-0.21,-0.91,21.55,24.38
961,GTLIX,Glenmede Quantitative U.S. Large Cap Core Equity Portfolio Institutional Shares,-0.22,-0.91,22.31,24.93
962,GTLOX,Glenmede Quantitative U.S. Large Cap Core Equity Portfolio,-0.22,-0.92,22.31,24.92
963,TESIX,Franklin Mutual Shares Fund Class A,-0.2,-0.92,20.59,24.21
964,DHLAX,Diamond Hill Large Cap Fund Class A,-0.23,-0.92,23.28,26.13
965,POGRX,PRIMECAP Odyssey Growth Fund,-0.34,-0.92,34.42,37.64
966,TESRX,Franklin Mutual Shares Fund Class R,-0.2,-0.92,20.51,24.11
967,NMAEX,Nuveen Equity Market Neutral Fund Class A,-0.2,-0.92,21.73,22.19
968,SLVIX,Columbia Select Large Cap Value Fund Institutional 2 Class,-0.21,-0.93,21.25,24.05
969,CSVZX,Columbia Select Large Cap Value Fund Institutional Class,-0.21,-0.93,21.24,24.04
970,SEMCX,SEI Institutional Managed Trust Mid-Cap Portfolio Fund Class F,-0.21,-0.95,20.13,23.14
971,SLVAX,Columbia Select Large Cap Value Fund Class A,-0.21,-0.97,20.38,23.08
972,FCCGX,Fidelity Advisor Small Cap Growth Fund Class C,-0.21,-0.97,19.72,21.04
973,TRMCX,T. Rowe Price Mid-Cap Value Fund,-0.24,-0.98,22.39,25.0
974,TRMIX,T. Rowe Price Mid-Cap Value Fund I Class,-0.24,-0.98,22.39,25.0
975,TAMVX,T. Rowe Price Mid-Cap Value Fund Advisor Class,-0.24,-0.99,22.3,24.9
976,SFDYX,SEI Institutional Managed Trust Mid-Cap Fund Class Y,-0.22,-0.99,20.13,23.15
977,MCSMX,Matthews China Small Companies Fund,-0.17,-0.99,16.2,14.19
978,SIPIX,SEI Institutional Managed Trust Mid-Cap Portfolio Fund Class I,-0.22,-0.99,20.1,23.11
979,FCAGX,Fidelity Advisor Small Cap Growth Fund Class A,-0.25,-1.0,22.74,24.2
980,RRMVX,T. Rowe Price Mid-Cap Value Fund R Class,-0.24,-1.01,21.89,24.45
981,VGENX,Vanguard Energy Fund Investor Shares,-0.33,-1.01,30.38,38.58
982,VGELX,Vanguard Energy Fund Admiral Shares,-0.62,-1.01,56.99,72.39
983,FIDGX,Fidelity Advisor Small Cap Growth Fund Class Z,-0.27,-1.02,24.09,25.62
984,WHOSX,Wasatch-Hoisington U.S. Treasury Fund,-0.23,-1.03,22.93,20.64
985,VWNDX,Vanguard Windsor Fund Investor Share,-0.19,-1.04,16.75,19.3
986,QUAYX,AB Small Cap Growth Portfolio Advisor Class,-0.66,-1.05,56.3,57.48
987,DODBX,Dodge & Cox Balanced Fund,-0.95,-1.05,85.12,94.12
988,DHFCX,Diamond Hill Long Short Fund Class C,-0.21,-1.05,18.75,21.07
989,DIAYX,Diamond Hill Long-Short Fund Class Y,-0.25,-1.06,22.09,24.79
990,NBGNX,Neuberger Berman Genesis Fund Investor Class,-0.61,-1.06,51.16,54.99
991,NBGEX,Neuberger Berman Genesis Fund Trust Class,-0.61,-1.06,51.15,54.99
992,DHLSX,Diamond Hill Long Short Fund Class I,-0.25,-1.07,21.99,24.68
993,NBGIX,Neuberger Berman Genesis Fund Institutional Class,-0.61,-1.07,51.07,54.9
994,PRDSX,T. Rowe Price QM U.S. Small-Cap Growth Equity Fund,-0.41,-1.09,33.96,36.67
995,HILFX,Hennessy Large Cap Financial Fund Institutional Class,-0.24,-1.09,19.96,22.33
996,BRLVX,American Beacon Bridgeway Large Cap Value Fund R5 Class,-0.24,-1.09,20.41,23.9
997,HLFNX,Hennessy Large Cap Financial Fund Investor Class,-0.24,-1.09,19.89,22.26
998,TQAAX,T. Rowe Price QM U.S. Small-Cap Growth Equity Fund Advisor Class,-0.41,-1.09,33.74,36.45
999,BWLAX,American Beacon Bridgeway Large Cap Value Fund A Class,-0.24,-1.1,20.22,23.68
1000,SEGPX,Guggenheim Large Cap Value Fund Class P,-0.41,-1.1,34.72,39.58
1001,CFIMX,Clipper Fund,-1.19,-1.1,100.33,112.12
1002,TQAIX,T. Rowe Price QM U.S. Small-Cap Growth Equity Fund I Class,-0.42,-1.11,34.08,36.78
1003,SAOAX,Guggenheim Alpha Opportunity Fund Class A,-0.19,-1.11,16.49,16.71
1004,GILCX,Guggenheim Large Cap Value Fund Class Institutional,-0.41,-1.11,34.36,39.18
1005,RYLDX,Rydex Dow 2x Strategy Fund Class A,-0.87,-1.11,68.94,90.09
1006,RYCVX,Rydex Dow 2x Strategy Fund Class H,-0.87,-1.12,68.7,89.78
1007,RYCYX,Rydex Dow 2x Strategy Fund Class C,-0.76,-1.12,59.99,78.62
1008,LSSNX,Loomis Sayles Small Cap Growth Fund Class N,-0.29,-1.12,23.04,25.2
1009,VSEQX,Vanguard Strategic Equity Fund Investor Shares,-0.32,-1.13,25.58,29.57
1010,FLCSX,Fidelity Large Cap Stock Fund,-0.33,-1.13,27.16,30.37
1011,FACSX,Nuveen Mid Cap Value Fund Class C,-0.37,-1.14,29.84,35.16
1012,FLCCX,Fidelity Advisor Large Cap Fund Class C,-0.27,-1.14,22.04,25.13
1013,KMDVX,Keeley Mid Cap Dividend Value Fund Class A,-0.22,-1.15,17.24,20.56
1014,CSVIX,Calvert Small-Cap Fund Class I,-0.29,-1.16,22.92,25.59
1015,SAOSX,Guggenheim Alpha Opportunity Fund Class P,-0.2,-1.16,16.65,16.86
1016,SAOIX,Guggenheim Alpha Opportunity Fund Institutional Class,-0.29,-1.17,24.03,24.34
1017,TVRVX,Third Avenue Real Estate Value Fund Investor Class,-0.23,-1.17,19.0,23.1
1018,CCVAX,Calvert Small-Cap Fund Class A,-0.27,-1.17,21.13,23.6
1019,VEVRX,Victory Sycamore Established Value Fund Class R6,-0.4,-1.17,30.91,35.75
1020,CSCCX,Calvert Small-Cap Fund Class C,-0.23,-1.17,17.94,20.07
1021,POAGX,PRIMECAP Odyssey Aggressive Growth Fund,-0.5,-1.18,39.01,41.95
1022,GETGX,Victory Sycamore Established Value Fund Class R,-0.4,-1.19,30.43,35.2
1023,VEVIX,Victory Sycamore Established Value Fund Class I,-0.41,-1.2,30.9,35.74
1024,VEVCX,Victory Sycamore Established Value Fund Class C,-0.4,-1.2,30.14,34.85
1025,TAREX,Third Avenue Real Estate Value Fund Institutional Class,-0.24,-1.21,19.09,23.2
1026,FSRFX,Fidelity Select Transportation Portfolio,-0.88,-1.22,64.8,82.21
1027,JVASX,JPMorgan Value Advantage Fund Class I,-0.37,-1.22,27.99,32.82
1028,BPLSX,Boston Partners Long/Short Equity Fund Institutional Class,-0.19,-1.24,14.43,15.88
1029,BDFIX,Baron Discovery Fund Institutional Shares,-0.29,-1.25,20.04,20.55
1030,JVAIX,JPMorgan Value Advantage Fund Class L,-0.38,-1.26,28.01,32.84
1031,JVAYX,JPMorgan Value Advantage Fund Class R6,-0.38,-1.26,27.98,32.81
1032,JVAAX,JPMorgan Value Advantage Fund Class A,-0.38,-1.26,27.83,32.64
1033,JVACX,JPMorgan Value Advantage Fund Class C,-0.38,-1.27,27.71,32.5
1034,FSMVX,Fidelity Mid Cap Value Fund,-0.24,-1.27,17.19,20.11
1035,VQSRX,Virtus KAR Small-Cap Value Fund Class R6,-0.24,-1.28,16.66,17.88
1036,FMPOX,Fidelity Advisor Mid Cap Value Fund Class I,-0.24,-1.28,17.03,19.93
1037,NNLEX,Nicholas Limited Edition Fund Class N,-0.32,-1.29,22.61,24.72
1038,NNGRX,Nuveen Large-Cap Value Fund Class I,-0.25,-1.29,17.94,20.8
1039,PRISX,T. Rowe Price Financial Services Fund,-0.29,-1.3,20.28,24.73
1040,NMMTX,Nuveen Large-Cap Value Fund Class R3,-0.26,-1.33,18.06,20.93
1041,OTCFX,T. Rowe Price Small-Cap Stock Fund,-0.64,-1.34,43.17,47.8
1042,BREFX,Baron Real Estate Fund Retail Shares,-0.36,-1.34,23.48,24.78
1043,NNGAX,Nuveen Large-Cap Value Fund Class A,-0.26,-1.34,17.86,20.7
1044,PASSX,T. Rowe Price Small-Cap Stock Fund Advisor Class,-0.64,-1.35,42.69,47.29
1045,OTIIX,T. Rowe Price Small-Cap Stock Fund I Class,-0.65,-1.36,43.19,47.82
1046,TRSSX,T. Rowe Price Institutional Small-Cap Stock Fund,-0.32,-1.36,21.13,23.46
1047,PEXMX,T. Rowe Price Extended Equity Market Index Fund,-0.37,-1.38,23.88,26.62
1048,FMCLX,Federated Mid-Cap Index Fund Class R6 Shares,-0.24,-1.38,15.49,17.82
1049,FMDCX,Federated Mid-Cap Index Fund Service Shares,-0.24,-1.38,15.49,17.8
1050,CYPIX,ProFunds Consumer Services UltraSector Fund Investor Class,-0.64,-1.38,41.99,47.72
1051,FMCRX,Federated Mid-Cap Index Fund Institutional Shares,-0.24,-1.38,15.47,17.8
1052,CYPSX,ProFunds Consumer Services UltraSector Fund Service Class,-0.55,-1.4,35.8,40.78
1053,NOMIX,Northern Mid Cap Index Fund,-0.24,-1.41,15.14,17.18
1054,WOOPX,JPMorgan Intrepid Mid Cap Fund Class I,-0.24,-1.42,15.25,17.46
1055,PESPX,BNY Mellon MidCap Index Fund Investor Shares,-0.41,-1.44,25.45,29.58
1056,DMIDX,BNY Mellon MidCap Index Fund Class I,-0.41,-1.44,25.36,29.48
1057,DODGX,Dodge & Cox Stock Fund,-2.36,-1.46,148.66,172.79
1058,SCURX,Hartford Schroders US Small Cap Opportunities Fund Class SDR,-0.33,-1.46,20.22,24.04
1059,SCUIX,Hartford Schroders US Small Cap Opportunities Fund Class I,-0.33,-1.47,20.18,23.99
1060,HOOTX,Hartford Schroders US Small Cap Opportunities Fund Class R5,-0.33,-1.47,20.16,23.97
1061,HOOSX,Hartford Schroders US Small Cap Opportunities Fund Class R4,-0.33,-1.47,20.12,23.93
1062,DPSCX,BNY Mellon Structured Midcap Fund Class C,-0.28,-1.47,17.08,19.91
1063,CDOFX,Crawford Small Cap Dividend Fund,-0.51,-1.48,31.54,37.13
1064,DPSYX,BNY Mellon Structured MidCap Fund Class Y,-0.34,-1.48,20.65,24.06
1065,SCUVX,Hartford Schroders US Small Cap Opportunities Fund Class A,-0.32,-1.5,19.17,22.8
1066,NEFOX,Natixis Funds Trust II Oakmark Fund Class A,-0.3,-1.53,17.69,20.15
1067,FIMPX,Nuveen Small Cap Growth Opportunities Fund Class I,-0.45,-1.55,25.76,26.3
1068,HWLCX,Hotchkis & Wiley Large Cap Value Fund Class C,-0.41,-1.56,23.88,29.49
1069,CIPNX,Champlain Small Company Fund Institutional Class,-0.29,-1.56,16.54,18.29
1070,FMPFX,Nuveen Small Cap Growth Opportunities Fund Class R6,-0.46,-1.57,25.97,26.5
1071,FMPCX,Nuveen Small Cap Growth Opportunities Fund Class C,-0.27,-1.59,15.08,15.42
1072,MYIMX,Victory Integrity Mid-Cap Value Fund Class Y,-0.25,-1.61,14.0,16.7
1073,IPFPX,Poplar Forest Partners Fund Institutional Class,-0.57,-1.61,32.33,38.11
1074,PFPFX,Poplar Forest Partners Fund Class A,-0.57,-1.61,32.31,38.09
1075,CIPSX,Champlain Small Company Fund Class Advisor,-0.3,-1.63,16.35,18.09
1076,HWCCX,Hotchkis & Wiley Diversified Value Fund Class C,-0.25,-1.63,13.83,17.02
1077,BPTIX,Baron Partners Fund Institutional Shares,-1.24,-1.64,67.73,69.82
1078,BPTUX,Baron Partners Fund R6 Shares,-1.24,-1.64,67.73,69.82
1079,BPTRX,Baron Partners Fund Retail Shares,-1.21,-1.65,65.98,68.05
1080,WBSIX,William Blair Small Cap Growth Fund Class I,-0.49,-1.65,26.3,28.76
1081,TCMSX,TCM Small Cap Growth Fund,-0.57,-1.65,30.73,33.22
1082,WBSNX,William Blair Small Cap Growth Fund Class N,-0.44,-1.67,23.37,25.59
1083,SSHVX,Sound Shore Fund Institutional Class,-0.6,-1.67,33.18,38.4
1084,NVSCX,Wells Fargo Small Company Growth Fund - Class Admin,-0.83,-1.68,44.03,49.14
1085,WSCGX,Wells Fargo Small Company Growth Fund - Class Inst,-0.86,-1.68,45.46,50.68
1086,NEAIX,Needham Aggressive Growth Fund Institutional Class,-0.4,-1.7,21.38,21.31
1087,GWEIX,AMG GW&K Small Cap Core Fund Class I,-0.41,-1.71,21.29,23.97
1088,MRAGX,Meridian Growth Fund A Class,-0.59,-1.72,30.08,33.86
1089,HWAAX,Hotchkis & Wiley Value Opportunities Fund Class A,-0.39,-1.72,20.8,25.07
1090,HWAIX,Hotchkis & Wiley Value Opportunities Fund Class Institutional,-0.39,-1.72,20.75,25.01
1091,MRIGX,Meridian Growth Fund Investor Class,-0.61,-1.73,30.95,34.79
1092,CCASX,Conestoga Small Cap Fund Investors Class,-1.02,-1.73,52.29,55.97
1093,NEAGX,Needham Aggressive Growth Fund Retail Class,-0.4,-1.74,20.9,20.86
1094,CCALX,Conestoga Small Cap Institutional Class,-1.04,-1.74,52.97,56.67
1095,GWETX,AMG GW&K Small Cap Core Fund Class N,-0.41,-1.74,20.89,23.52
1096,WGROX,Wasatch Core Growth Fund,-1.24,-1.74,61.87,67.94
1097,BUFOX,Buffalo Emerging Opportunities Fund,-0.29,-1.75,14.48,15.55
1098,WAAEX,Wasatch Small Cap Growth Fund Investor Class,-0.71,-1.76,34.7,37.53
1099,HSPGX,Emerald Growth Fund Class A,-0.46,-1.77,22.97,24.39
1100,HSPCX,Emerald Growth Fund Class C,-0.38,-1.78,18.89,20.1
1101,FFGRX,Emerald Growth Fund Investor Class,-0.46,-1.78,22.85,24.27
1102,GSXIX,Aberdeen U.S. Small Cap Equity Fund Institutional Service Class,-0.61,-1.8,29.64,32.32
1103,GSXCX,Aberdeen U.S. Small Cap Equity Fund Class C,-0.47,-1.81,22.68,24.9
1104,MSCFX,Mairs & Power Small Cap Fund,-0.42,-1.84,20.21,23.34
1105,NSDVX,North Star Dividend Fund Class I,-0.28,-1.66,15.45,17.91
1106,PRVIX,T. Rowe Price Small-Cap Value Fund I Class,-0.74,-1.87,35.58,42.07
1107,PRSVX,T. Rowe Price Small-Cap Value Fund,-0.74,-1.87,35.58,42.07
1108,PASVX,T. Rowe Price Small-Cap Value Fund Advisor Class,-0.74,-1.87,35.46,41.93
1109,DTSGX,Wilshire Small Company Growth Portfolio Investment Class Shares,-0.49,-1.88,23.12,25.04
1110,MXXVX,Matthew 25 Fund,-0.52,-1.88,24.25,28.3
1111,WSMGX,Wilshire Small Company Growth Portfolio Fund Class Institutional,-0.54,-1.89,25.38,27.45
1112,SHTCX,Columbia Seligman Global Technology Fund Class C,-0.61,-1.9,29.48,30.97
1113,DSCYX,BNY Mellon Opportunistic Small Cap Fund Class Y,-0.46,-1.9,21.26,24.51
1114,SLMCX,Columbia Seligman Communications and Information Fund Class A,-1.51,-1.91,72.85,76.35
1115,DOPIX,BNY Mellon Opportunistic Small Cap Fund Class I,-0.46,-1.91,21.23,24.47
1116,SCIOX,Columbia Seligman Communications and Information Fund Advisor Class,-1.46,-1.91,70.26,73.67
1117,SCIRX,Columbia Seligman Communications and Information Fund Class R,-1.42,-1.91,68.33,71.71
1118,CCIZX,Columbia Seligman Communications and Information Fund Institutional Class,-1.69,-1.92,81.15,84.89
1119,DSCVX,BNY Mellon Opportunistic Small Cap Fund Investor Shares,-0.46,-1.92,21.09,24.31
1120,CCHRX,Columbia Seligman Global Technology Fund Advisor Class,-0.89,-1.92,42.61,44.44
1121,SGTTX,Columbia Seligman Global Technology Fund Institutional 2 Class,-0.88,-1.92,42.08,43.9
1122,FOVAX,First Trust/Confluence Small Cap Value Fund Class A,-0.53,-1.92,24.68,28.82
1123,DDDCX,13D Activist Fund Class C,-0.36,-1.93,16.68,19.0
1124,SGTRX,Columbia Seligman Global Technology Fund Class R,-0.82,-1.93,39.02,40.77
1125,CSGZX,Columbia Seligman Global Technology Fund Institutional Class,-0.88,-1.93,41.81,43.62
1126,LVAEX,LSV Value Equity Fund Investor Class,-0.43,-1.94,20.21,23.91
1127,DDDAX,13D Activist Fund Class A,-0.37,-1.94,17.02,19.35
1128,RYLIX,Rydex Leisure Fund Class Investor,-1.31,-1.95,60.2,67.71
1129,RYLCX,Rydex Leisure Fund Class C,-1.05,-1.96,48.15,54.28
1130,NWKCX,Nationwide Geneva Small Cap Growth Fund Class R6,-1.32,-1.96,58.91,62.2
1131,NWHZX,Nationwide Geneva Small Cap Growth Fund Class A,-1.27,-1.97,56.37,59.58
1132,ATSMX,AQR TM Small Cap Momentum Style Fund Class I,-0.36,-1.97,16.32,17.95
1133,QTSRX,AQR TM Small Cap Momentum Style Fund Class R6,-0.36,-1.98,16.31,17.93
1134,CAAPX,Ariel Appreciation Fund Investor Class,-0.74,-1.98,33.7,39.32
1135,MVALX,Meridian Contrarian Fund Legacy Class,-0.63,-1.99,28.06,31.86
1136,DDDIX,13D Activist Fund Class I,-0.39,-1.99,17.44,19.82
1137,MFCAX,Meridian Contrarian Fund A Class,-0.62,-2.01,27.36,31.04
1138,QLSGX,Federated MDT Small Cap Growth Fund Class R6,-0.47,-2.02,20.75,22.6
1139,QISGX,Federated MDT Small Cap Growth Fund Institutional Shares,-0.47,-2.02,20.74,22.59
1140,MFCCX,Meridian Contrarian Fund Class C,-0.61,-2.02,26.77,30.42
1141,QASGX,Federated MDT Small Cap Growth Fund Class A Shares,-0.45,-2.02,19.79,21.57
1142,SVFKX,Smead Value Fund Class R2,-0.87,-2.03,39.28,45.33
1143,SVFAX,Smead Value Fund Class A,-0.85,-2.03,38.38,44.26
1144,SVFDX,Smead Value Fund Class R1,-0.85,-2.05,38.02,43.83
1145,FSCRX,Fidelity Small Cap Discovery Fund,-0.39,-2.07,16.37,19.97
1146,QCSGX,Federated MDT Small Cap Growth Fund Class C Shares,-0.4,-2.07,17.17,18.74
1147,HSVRX,Harbor Small Cap Value Fund Administrative Class,-0.63,-2.1,26.67,30.65
1148,MECIX,AMG Managers Cadence Emerging Companies Fund - Class I,-0.97,-2.1,41.77,48.45
1149,DHMIX,Diamond Hill Small Mid Cap Fund Class I,-0.38,-2.11,16.03,19.49
1150,MECAX,AMG Managers Cadence Emerging Companies Fund - Class N,-0.89,-2.11,38.15,44.27
1151,HISVX,Harbor Small Cap Value Fund Investor Class,-0.62,-2.11,26.09,29.98
1152,HNVRX,Harbor Small Cap Value Fund Retirement Class,-0.64,-2.12,26.83,30.83
1153,DHMCX,Diamond Hill Small Mid Cap Fund Class C,-0.34,-2.12,14.28,17.37
1154,HASCX,Harbor Small Cap Value Fund Institutional Class,-0.64,-2.12,26.82,30.82
1155,VSTCX,Vanguard Strategic Small-Cap Equity Fund Investor Shares,-0.58,-2.13,24.18,28.72
1156,DHMAX,Diamond Hill Small Mid Cap Fund Class A,-0.38,-2.13,15.85,19.28
1157,WEIMX,TETON Westwood Mighty Mites Class Institutional,-0.47,-2.14,19.68,23.55
1158,NESIX,Needham Small Cap Growth Fund Institutional Class,-0.42,-2.14,18.04,17.32
1159,DHMYX,Diamond Hill Small-Mid Cap Fund Class Y,-0.39,-2.16,16.07,19.54
1160,WMMAX,TETON Westwood Mighty Mites Fund Class A,-0.44,-2.16,18.23,21.84
1161,WMMCX,TETON Westwood Mighty Mites Fund Class C,-0.38,-2.17,15.65,18.78
1162,WEMMX,TETON Westwood Mighty Mites Fund Class AAA,-0.46,-2.15,19.1,22.87
1163,MMCFX,AMG Managers Emerging Opportunities Fund Class N,-0.76,-2.2,30.2,35.58
1164,QISCX,Federated MDT Small Cap Core Fund Institutional Class,-0.38,-2.25,15.02,17.47
1165,PRLAX,T. Rowe Price Latin America Fund,-0.38,-2.25,14.96,20.5
1166,LMIYX,Lord Abbett Micro Cap Growth Fund Class I,-0.37,-2.27,14.11,14.64
1167,LSVAX,Loomis Sayles Small Capital Value Fund Admin Class,-0.47,-2.27,18.39,22.6
1168,ZSCIX,Zacks Small-Cap Core Fund Institutional Class,-0.48,-2.28,18.79,23.38
1169,LSCNX,Loomis Sayles Small Cap Value Fund Class N,-0.51,-2.28,19.86,24.37
1170,LSSCX,Loomis Sayles Small Capital Value Fund Institutional Class,-0.51,-2.28,19.85,24.35
1171,LSCRX,Loomis Sayles Small Capital Value Fund Retail Class,-0.5,-2.29,19.46,23.88
1172,HRMVX,Harbor Mid Cap Value Fund Administrative Class,-0.37,-2.3,14.25,18.07
1173,CBMSX,Wells Fargo C&B Mid Cap Value Fund - Class Inst,-0.78,-2.3,30.14,36.34
1174,HSSIX,Emerald Banking and Finance Fund Institutional Class,-0.59,-2.3,22.34,29.9
1175,QLSCX,Federated MDT Small Cap Core Fund Class R6,-0.39,-2.3,15.03,17.48
1176,ZSCCX,Zacks Small-Cap Core Fund Investor Class,-0.48,-2.31,18.49,23.0
1177,HAMVX,Harbor Mid Cap Value Fund Institutional Class,-0.37,-2.32,14.1,17.89
1178,NWGSX,Nationwide WCM Focused Small Cap Fund Institutional Service Class,-0.49,-2.33,18.38,22.62
1179,QASCX,Federated MDT Small Cap Core Fund Class A,-0.38,-2.33,14.47,16.83
1180,NWGQX,Nationwide WCM Focused Small Cap Fund Class C,-0.4,-2.33,14.98,18.52
1181,HSSCX,Emerald Banking and Finance Fund Class C,-0.49,-2.34,18.29,24.56
1182,ABSIX,AB Discovery Value Fund Class I,-0.36,-2.34,13.64,16.8
1183,HSSAX,Emerald Banking and Finance Fund Class A,-0.58,-2.34,21.61,28.97
1184,ABSZX,AB Discovery Value Fund Class Z,-0.36,-2.34,13.62,16.78
1185,FFBFX,Emerald Banking and Finance Fund Investor Class,-0.55,-2.35,20.44,27.39
1186,NWGPX,Nationwide WCM Focused Small Cap Fund Class A,-0.47,-2.35,17.5,21.56
1187,NWKEX,Nationwide WCM Focused Small Cap Fund Class R6,-0.5,-2.36,18.51,22.78
1188,VASVX,Vanguard Selected Value Fund Investor Shares,-0.5,-2.36,18.77,23.36
1189,FOSBX,Tributary Small Company Fund Institutional Plus Class,-0.55,-2.38,21.08,25.51
1190,ABYSX,AB Discovery Value Fund Advisor Class,-0.38,-2.38,14.13,17.41
1191,HNMVX,Harbor Mid Cap Value Fund Retirement Class,-0.38,-2.38,14.09,17.89
1192,HIMVX,Harbor Mid Cap Value Fund Investor Class,-0.38,-2.38,14.1,17.89
1193,ABASX,AB Discovery Value Fund Class A,-0.37,-2.38,13.76,16.95
1194,CHTTX,AMG Managers Fairpointe Mid Cap Fund Class N,-0.71,-2.46,26.0,30.63
1195,CSSZX,Columbia Select Small Cap Value Fund Institutional Class,-0.41,-2.48,14.27,17.14
1196,FSENX,Fidelity Select Energy Portfolio,-0.57,-2.49,20.58,27.35
1197,FAMFX,FAM Small Cap Fund Investor Class,-0.4,-2.49,14.44,16.59
1198,RBRCX,RBC Small Cap Core Fund Class R6,-0.7,-2.53,23.89,28.08
1199,GTCSX,Glenmede Small Cap Equity Portfolio Class Advisor,-0.55,-2.53,18.65,22.17
1200,TEEAX,RBC Small Cap Core Fund Class A,-0.67,-2.56,22.57,26.57
1201,GTSCX,Glenmede Small Cap Equity Portfolio Institutional Class,-0.59,-2.56,19.75,23.48
1202,BPSIX,Boston Partners Small Cap Value Fund II Institutional Class,-0.51,-2.65,16.88,21.62
1203,FELCX,Fidelity Advisor Semiconductors Fund Class C,-0.61,-2.65,21.08,21.74
1204,FELIX,Fidelity Advisor Semiconductors Fund Class I,-0.77,-2.66,26.46,27.23
1205,BPSCX,Boston Partners Small Cap Value Fund II Investor Class,-0.49,-2.67,16.09,20.62
